passenger,start,end,time
307,4,9,712
308,1,7,925
309,0,1,966
310,8,12,101
311,4,11,894
312,7,8,1061
313,4,10,786
314,13,14,491
315,5,14,156
316,8,9,845
317,13,14,451
318,8,10,913
319,4,7,392
320,5,9,303
321,7,8,568
322,2,13,1091
323,11,12,229
324,5,9,604
325,4,7,756
326,6,13,131
327,7,14,1034
328,4,9,681
329,5,8,1176
330,5,6,27
331,1,14,413
332,10,11,1167
333,9,14,323
334,9,10,863
335,9,12,319
336,11,12,1047
337,4,9,1164
338,2,4,403
339,6,8,156
340,7,12,993
341,4,6,412
342,8,10,1167
343,7,9,196
344,2,11,811
345,5,13,389
346,4,11,892
347,7,12,93
348,8,13,501
349,9,13,823
350,12,14,26
351,9,12,363
352,4,13,1041
353,9,13,873
354,4,8,1123
355,6,10,399
356,9,14,878
357,7,13,792
358,9,13,129
359,4,14,361
360,4,10,746
361,4,5,202
362,7,11,549
363,0,3,310
364,8,12,734
365,9,12,641
366,11,12,381
367,9,10,765
368,8,10,77
369,7,12,495
370,4,6,1107
371,8,10,459
372,5,11,229
373,12,13,760
374,5,8,123
375,8,13,764
376,12,13,1165
377,9,13,134
378,9,14,624
379,9,13,628
380,9,13,874
381,2,10,1054
382,7,14,249
383,7,9,185
384,7,8,190
385,4,10,344
386,8,11,193
387,9,14,616
388,8,10,32
389,12,14,325
390,9,10,499
391,0,5,336
392,5,13,1067
393,7,9,699
394,8,10,407
395,0,10,248
396,6,13,300
397,13,14,605
398,8,11,99
399,8,12,427
400,6,10,379
401,6,10,594
402,1,8,244
403,5,10,889
404,4,10,382
405,4,12,886
406,9,10,623
407,5,14,827
408,3,7,1014
409,6,13,520
410,2,5,343
411,4,10,817
412,6,11,258
413,6,12,1130
414,6,13,94
415,11,12,596
416,6,13,517
417,8,10,658
418,6,10,487
419,12,14,664
420,7,8,330
421,4,7,607
422,6,11,280
423,6,14,368
424,4,5,847
425,7,10,158
426,4,14,926
427,7,12,617
428,6,9,827
429,7,9,97
430,10,14,776
431,6,12,418
432,7,12,2
433,9,14,6
434,10,11,19
435,4,13,72
436,5,6,1169
437,11,14,687
438,8,12,465
439,8,13,43
440,7,8,872
441,1,13,466
442,9,11,1046
443,4,11,375
444,12,13,1120
445,6,7,1171
446,7,10,194
447,8,12,658
448,7,9,309
449,1,11,15
450,5,9,59
451,2,12,192
452,5,7,183
453,9,11,11
454,8,10,788
455,12,14,239
456,9,13,561
457,6,14,511
458,2,6,587
459,3,6,17
460,11,13,311
461,6,13,1131
462,9,12,859
463,0,4,184
464,8,14,104
465,4,7,1139
466,11,14,804
467,7,11,1049
468,4,13,787
469,6,10,911
470,0,4,392
471,6,12,56
472,6,9,777
473,8,14,1074
474,6,11,927
475,6,14,320
476,9,14,611
477,5,14,983
478,9,11,719
479,3,11,11
480,4,9,626
481,6,12,721
482,10,12,11
483,6,14,47
484,9,14,1200
485,6,9,1117
486,6,12,761
487,4,6,896
488,13,14,149
489,13,14,1055
490,6,11,1015
491,2,11,216
492,0,14,953
493,5,11,771
494,10,12,429
495,9,10,721
496,8,13,320
497,2,4,152
498,6,7,1003
499,2,7,958
500,4,10,949
501,5,13,566
502,3,7,516
503,10,13,763
504,5,11,619
505,8,12,1164
506,8,14,950
507,4,8,1135
508,4,7,1072
509,4,5,98
510,8,10,353
511,12,14,145
512,1,7,1159
513,9,11,9
514,0,10,394
515,11,13,918
516,8,12,607
517,5,6,1124
518,1,14,21
519,6,14,1199
520,9,11,272
521,11,14,523
522,6,12,820
523,10,12,825
524,4,12,379
525,7,10,899
526,1,8,363
527,8,9,1130
528,8,10,603
529,6,8,1077
530,6,8,1127
531,6,14,1066
532,7,8,844
533,12,14,359
534,4,13,1020
535,7,12,241
536,4,12,111
537,13,14,794
538,4,6,764
539,12,14,537
540,6,14,341
541,8,12,654
542,6,11,65
543,6,9,936
544,8,14,1112
545,8,12,850
546,5,9,827
547,6,8,352
548,0,7,908
549,5,14,787
550,0,14,1179
551,9,14,781
552,7,14,369
553,7,9,267
554,8,9,558
555,8,9,957
556,9,11,496
557,10,14,719
558,1,3,88
559,7,14,601
560,4,14,3
561,9,13,604
562,7,14,956
563,9,13,217
564,9,12,477
565,10,14,1140
566,1,7,414
567,4,11,172
568,6,11,12
569,13,14,858
570,3,11,45
571,5,8,789
572,11,13,81
573,5,10,790
574,8,12,111
575,9,14,29
576,4,6,97
577,5,14,837
578,8,13,148
579,5,6,408
580,7,9,783
581,10,11,318
582,5,9,434
583,8,12,18
584,8,13,1043
585,1,12,112
586,6,11,881
587,8,12,118
588,0,14,472
589,8,14,1012
590,5,8,402
591,5,9,2
592,4,14,502
593,9,10,447
594,5,7,871
595,0,7,436
596,6,9,24
597,4,8,786
598,10,12,780
599,6,12,515
600,9,14,173
601,12,13,258
602,7,11,558
603,9,11,832
604,8,10,794
605,13,14,124
606,5,8,205
607,7,9,107
608,6,9,422
609,5,8,893
610,7,13,285
611,1,12,225
612,3,13,760
613,8,12,1062
614,6,10,955
615,7,13,3
616,9,13,95
617,0,7,595
618,8,13,191
619,4,10,945
620,6,8,16
621,8,10,1160
622,6,9,787
623,4,14,239
624,8,11,1059
625,9,13,123
626,9,14,611
627,7,14,1001
628,8,14,538
629,6,7,21
630,7,11,115
631,8,10,349
632,4,11,886
633,1,9,722
634,6,10,146
635,4,10,345
636,0,13,420
637,8,12,334
638,9,14,761
639,8,14,774
640,4,14,159
641,6,9,649
642,9,14,847
643,8,11,870
644,6,14,351
645,6,14,208
646,8,11,832
647,4,13,1136
648,4,8,270
649,9,12,1126
650,2,11,61
651,7,12,988
652,9,11,548
653,12,13,400
654,1,12,306
655,4,8,402
656,8,10,710
657,5,13,329
658,6,13,626
659,1,3,1192
660,1,8,1063
661,6,14,1179
662,9,14,999
663,7,8,1046
664,6,7,1156
665,9,13,915
666,4,14,765
667,4,6,453
668,10,14,421
669,5,9,949
670,6,12,972
671,8,13,885
672,4,5,2
673,9,14,178
674,6,7,869
675,2,13,114
676,7,14,204
677,6,11,1129
678,5,11,812
679,11,14,884
680,6,8,1113
681,2,12,437
682,4,12,848
683,0,12,946
684,7,8,1013
685,3,8,1150
686,5,9,755
687,9,13,472
688,6,8,317
689,2,14,496
690,3,4,579
691,4,5,130
692,5,6,695
693,12,14,764
694,6,14,137
695,9,12,43
696,8,10,184
697,4,11,236
698,10,11,819
699,7,9,237
700,7,10,522
701,9,12,922
702,12,13,730
703,6,8,1195
704,5,10,824
705,8,14,215
706,7,10,547
707,10,13,666
708,9,11,561
709,3,9,161
710,7,14,625
711,9,11,963
712,8,11,1081
713,8,13,271
714,4,7,1016
715,4,13,734
716,13,14,896
717,4,14,379
718,6,14,123
719,4,10,639
720,9,14,53
721,12,14,1083
722,1,12,398
723,9,13,673
724,5,10,360
725,6,11,305
726,1,3,964
727,7,14,541
728,3,14,1105
729,7,8,426
730,4,9,232
731,8,10,832
732,5,14,31
733,10,11,463
734,5,7,1019
735,9,12,151
736,8,12,418
737,6,13,571
738,4,13,313
739,9,11,315
740,6,7,766
741,8,9,555
742,8,10,568
743,4,11,1125
744,5,8,1142
745,6,13,433
746,5,6,145
747,10,12,1072
748,9,11,373
749,5,11,352
750,8,11,265
751,1,9,825
752,8,9,260
753,6,14,41
754,6,13,171
755,8,12,1013
756,5,11,804
757,4,9,1135
758,11,14,76
759,6,10,945
760,3,14,735
761,10,11,345
762,5,10,247
763,4,11,485
764,1,12,432
765,8,13,313
766,7,10,350
767,13,14,257
768,2,12,831
769,4,12,959
770,7,10,1014
771,13,14,581
772,10,11,521
773,5,10,855
774,6,11,854
775,4,11,891
776,9,11,825
777,7,14,1179
778,8,11,582
779,2,6,389
780,5,6,899
781,8,13,221
782,3,12,66
783,9,10,723
784,5,11,622
785,4,6,272
786,4,13,655
787,12,13,841
788,0,3,1192
789,13,14,131
790,4,9,1013
791,8,11,373
792,6,11,809
793,0,8,626
794,5,8,586
795,5,7,169
796,7,10,833
797,8,14,118
798,11,14,640
799,5,12,929
800,12,14,393
801,9,12,309
802,5,9,440
803,7,14,569
804,4,11,448
805,6,9,377
806,5,6,428
807,7,8,169
808,2,11,695
809,5,9,359
810,3,9,288
811,8,11,1028
812,11,12,1052
813,7,12,306
814,9,12,784
815,12,13,505
816,7,9,794
817,4,10,44
818,9,12,967
819,1,6,863
820,1,12,934
821,9,12,46
822,6,7,1054
823,13,14,1052
824,2,9,755
825,10,11,182
826,8,9,714
827,7,10,596
828,5,14,975
829,1,10,1153
830,7,11,536
831,6,8,880
832,5,10,322
833,7,8,864
834,8,13,938
835,5,14,980
836,5,9,645
837,6,11,509
838,6,7,687
839,7,14,647
840,4,14,1047
841,8,12,663
842,4,14,258
843,9,13,429
844,4,6,890
845,10,11,225
846,8,12,1085
847,7,12,149
848,8,11,568
849,4,10,1022
850,11,14,251
851,8,13,1063
852,6,13,1166
853,7,14,474
854,1,7,333
855,7,9,930
856,13,14,949
857,6,14,395
858,9,10,1055
859,9,11,407
860,9,12,69
861,7,11,1060
862,1,11,956
863,4,5,490
864,2,11,418
865,9,11,558
866,6,8,524
867,7,9,529
868,4,10,144
869,7,13,497
870,9,11,104
871,4,5,560
872,8,13,643
873,5,6,541
874,1,10,746
875,5,11,780
876,9,11,361
877,5,9,315
878,6,11,329
879,9,11,19
880,2,4,135
881,7,8,185
882,11,14,1107
883,4,12,206
884,5,10,250
885,13,14,65
886,8,13,112
887,6,10,453
888,6,11,447
889,9,12,874
890,4,7,865
891,5,11,823
892,11,12,769
893,7,8,352
894,6,10,72
895,10,14,870
896,13,14,699
897,7,10,365
898,4,13,183
899,12,14,1175
900,6,11,624
901,5,8,44
902,8,10,79
903,8,13,972
904,2,7,880
905,6,11,108
906,5,14,982
907,11,14,273
908,2,14,346
909,5,10,1168
910,2,6,689
911,7,8,185
912,5,7,244
913,4,7,293
914,6,12,1063
915,0,9,733
916,0,13,943
917,3,8,760
918,4,12,499
919,1,14,1118
920,13,14,831
921,12,14,678
922,4,6,680
923,9,13,1100
924,8,10,1043
925,2,9,646
926,13,14,624
927,8,9,579
928,8,13,198
929,13,14,715
930,9,11,967
931,9,11,182
932,6,7,914
933,9,10,13
934,6,13,535
935,7,8,387
936,5,7,225
937,9,14,791
938,13,14,98
939,4,6,1031
940,5,11,374
941,8,11,437
942,2,14,940
943,8,14,606
944,10,13,471
945,6,8,1136
946,8,12,1153
947,4,10,1125
948,10,14,633
949,0,12,693
950,6,12,584
951,11,13,671
952,10,14,366
953,1,11,619
954,11,14,593
955,4,10,1026
956,8,12,288
957,4,6,492
958,4,14,229
959,5,9,408
960,4,7,431
961,9,12,845
962,7,8,722
963,7,11,1176
964,8,13,6
965,4,12,1085
966,6,7,454
967,6,9,892
968,6,14,1019
969,12,13,1173
970,9,11,334
971,8,12,830
972,9,11,421
973,10,11,1031
974,6,14,1
975,11,12,112
976,6,13,267
977,4,12,1149
978,8,10,180
979,9,12,1008
980,12,14,1001
981,8,12,715
982,7,12,977
983,4,12,485
984,0,2,221
985,5,10,484
986,6,12,1006
987,9,13,897
988,7,14,456
989,1,6,22
990,9,14,1190
991,0,2,450
992,5,7,956
993,7,10,4
994,6,14,141
995,8,14,105
996,8,12,306
997,3,11,324
998,5,10,673
999,5,8,658
1000,5,14,57
1001,4,5,95
1002,6,9,705
1003,9,13,841
1004,7,14,594
1005,5,13,172
1006,8,12,9
1007,11,14,37
1008,8,13,516
1009,12,13,958
1010,4,6,1178
1011,5,13,573
1012,6,7,382
1013,5,14,770
1014,6,9,347
1015,2,12,697
1016,8,13,178
1017,9,13,586
1018,13,14,134
1019,4,7,934
1020,0,11,176
1021,7,11,581
1022,12,14,757
1023,9,12,93
1024,9,13,81
1025,1,12,558
1026,8,9,495
1027,4,13,186
1028,6,14,1199
1029,0,9,1056
1030,8,12,760
1031,5,6,1059
1032,9,13,872
1033,11,12,775
1034,10,14,363
1035,8,9,38
1036,4,6,1100
1037,8,13,990
1038,9,12,745
1039,11,12,924
1040,6,12,485
1041,7,12,532
1042,9,11,684
1043,4,11,54
1044,9,12,411
1045,4,9,82
1046,4,9,502
1047,9,10,29
1048,4,6,174
1049,8,12,978
1050,1,11,757
1051,4,5,782
1052,9,10,318
1053,9,13,967
1054,4,10,588
1055,5,14,593
1056,8,9,356
1057,3,12,152
1058,5,11,811
1059,1,12,19
1060,7,12,1157
1061,9,11,1000
1062,7,11,419
1063,6,9,555
1064,5,6,961
1065,5,11,951
1066,3,11,247
1067,4,10,30
1068,7,10,1024
1069,4,8,1030
1070,5,13,893
1071,6,13,296
1072,9,12,262
1073,10,11,435
1074,7,11,885
1075,6,13,138
1076,3,9,427
1077,8,11,555
1078,8,13,1000
1079,5,12,596
1080,9,12,121
1081,7,12,662
1082,6,9,648
1083,7,14,534
1084,7,13,21
1085,10,13,539
1086,7,12,1150
1087,8,9,153
1088,5,12,790
1089,10,13,130
1090,7,8,284
1091,3,8,642
1092,9,11,410
1093,5,12,906
1094,6,8,245
1095,5,13,928
1096,4,6,1138
1097,5,8,1024
1098,0,12,398
1099,9,13,598
1100,9,14,1133
1101,8,14,927
1102,4,8,183
1103,5,8,1127
1104,4,13,602
1105,9,11,207
1106,4,12,744
1107,4,7,1012
1108,8,14,851
1109,1,8,1050
1110,7,9,325
1111,7,11,1074
1112,6,9,787
1113,5,12,412
1114,6,10,251
1115,5,8,210
1116,5,13,1089
1117,7,8,580
1118,13,14,228
1119,9,14,865
1120,9,14,474
1121,4,10,918
1122,8,12,418
1123,2,12,58
1124,6,9,1044
1125,6,9,560
1126,5,8,303
1127,9,13,28
1128,12,13,515
1129,8,9,47
1130,7,11,875
1131,8,9,17
1132,12,14,1104
1133,5,14,350
1134,5,14,0
1135,6,8,1094
1136,8,11,705
1137,8,12,755
1138,5,12,191
1139,2,8,887
1140,8,10,455
1141,5,13,38
1142,8,10,1075
1143,8,14,268
1144,5,13,822
1145,10,13,1035
1146,7,8,903
1147,5,7,801
1148,9,10,411
1149,4,6,214
1150,5,9,527
1151,4,14,421
1152,9,12,436
1153,6,11,17
1154,8,9,959
1155,4,5,951
1156,8,11,153
1157,5,10,758
1158,7,10,1042
1159,8,13,426
1160,5,10,332
1161,7,13,738
1162,8,12,79
1163,12,14,312
1164,6,14,765
1165,9,13,720
1166,6,11,770
1167,7,8,50
1168,11,12,486
1169,5,12,1122
1170,0,5,513
1171,9,12,836
1172,7,8,467
1173,6,7,945
1174,4,9,505
1175,8,13,970
1176,9,10,460
1177,4,7,893
1178,2,4,736
1179,8,9,397
1180,6,12,93
1181,3,11,41
1182,5,11,99
1183,8,11,402
1184,10,13,164
1185,9,12,85
1186,13,14,1027
1187,4,10,435
1188,8,9,366
1189,13,14,1198
1190,8,13,647
1191,10,11,832
1192,5,11,1073
1193,6,14,956
1194,5,12,282
1195,5,7,594
1196,8,14,950
1197,2,12,286
1198,8,12,100
1199,0,11,970
1200,5,14,588
1201,5,12,655
1202,7,8,340
1203,0,6,958
1204,6,13,362
1205,7,10,1154
1206,13,14,387
1207,11,13,976
1208,0,14,29
1209,6,13,212
1210,13,14,735
1211,8,11,531
1212,9,14,1139
1213,13,14,241
1214,2,6,31
1215,7,12,194
1216,6,7,1136
1217,11,12,1001
1218,5,8,893
1219,9,10,868
1220,8,14,1195
1221,8,10,917
1222,9,10,1199
1223,1,10,231
1224,4,12,1088
1225,9,12,38
1226,8,13,844
1227,7,9,626
1228,10,14,1188
1229,6,12,1085
1230,8,12,166
1231,6,12,270
1232,9,14,356
1233,5,12,1023
1234,1,3,392
1235,0,10,574
1236,12,13,1170
1237,5,11,613
1238,12,14,502
1239,8,9,917
1240,4,5,1105
1241,9,14,866
1242,4,12,582
1243,11,13,887
1244,9,11,1047
1245,11,14,338
1246,12,14,631
1247,9,14,970
1248,7,14,358
1249,6,11,1002
1250,5,9,643
1251,2,5,551
1252,5,12,632
1253,5,13,135
1254,9,13,121
1255,5,7,38
1256,9,14,321
1257,8,11,1148
1258,11,12,478
1259,4,10,400
1260,4,10,760
1261,11,12,798
1262,3,4,252
1263,11,13,180
1264,7,10,896
1265,12,13,43
1266,6,8,212
1267,9,10,869
1268,7,9,222
1269,4,11,141
1270,4,11,731
1271,10,12,367
1272,6,14,848
1273,12,14,428
1274,8,14,100
1275,4,11,897
1276,10,13,456
1277,6,11,999
1278,0,14,263
1279,5,7,810
1280,0,2,67
1281,8,10,403
1282,4,10,862
1283,5,6,264
1284,5,11,79
1285,9,10,117
1286,9,11,267
1287,9,11,1067
1288,8,14,1053
1289,6,10,59
1290,4,9,573
1291,13,14,895
1292,9,11,473
1293,8,11,633
1294,2,8,882
1295,4,5,225
1296,7,11,1130
1297,13,14,1179
1298,4,5,621
1299,7,14,631
1300,6,10,292
1301,4,13,1077
1302,5,14,424
1303,9,11,121
1304,5,7,1137
1305,0,11,1128
1306,9,12,188
1307,9,12,378
1308,3,14,131
1309,11,13,47
1310,0,9,746
1311,10,14,260
1312,13,14,1167
1313,7,11,127
1314,5,8,1086
1315,7,13,715
1316,9,12,208
1317,7,8,453
1318,5,6,552
1319,7,9,653
1320,7,13,649
1321,6,8,433
1322,2,14,987
1323,8,11,238
1324,0,4,646
1325,7,14,712
1326,6,11,296
1327,1,2,1086
1328,4,12,446
1329,4,10,358
1330,12,13,646
1331,6,14,875
1332,7,10,230
1333,0,8,661
1334,6,11,837
1335,4,14,438
1336,7,12,801
1337,9,10,1160
1338,9,14,574
1339,6,9,160
1340,8,11,815
1341,6,12,1190
1342,11,14,164
1343,9,14,791
1344,1,12,109
1345,5,10,1129
1346,5,10,988
1347,6,14,906
1348,4,6,796
1349,5,11,118
1350,5,14,1075
1351,5,8,961
1352,8,13,645
1353,10,11,1100
1354,7,12,562
1355,8,9,383
1356,6,9,54
1357,9,10,728
1358,5,11,665
1359,6,9,206
1360,7,10,194
1361,11,12,755
1362,8,13,65
1363,7,8,577
1364,5,9,150
1365,2,8,1151
1366,3,12,985
1367,13,14,991
1368,2,3,722
1369,8,13,32
1370,4,13,402
1371,4,13,421
1372,8,9,353
1373,8,10,290
1374,11,12,950
1375,7,14,842
1376,0,5,1191
1377,7,8,582
1378,1,9,865
1379,4,14,606
1380,8,10,945
1381,8,10,245
1382,5,12,587
1383,8,11,102
1384,6,9,949
1385,7,14,901
1386,8,10,612
1387,7,9,1077
1388,6,10,666
1389,1,4,45
1390,7,11,621
1391,9,11,457
1392,5,10,659
1393,1,4,368
1394,1,8,647
1395,8,12,709
1396,9,14,971
1397,12,14,870
1398,7,8,298
1399,11,14,1181
1400,7,11,305
1401,8,9,1138
1402,9,13,828
1403,5,12,626
1404,8,11,904
1405,7,8,691
1406,7,11,575
1407,9,10,898
1408,9,10,266
1409,2,11,257
1410,6,9,468
1411,2,11,121
1412,11,12,710
1413,7,14,899
1414,7,14,376
1415,0,2,1176
1416,5,11,819
1417,4,11,551
1418,5,10,288
1419,9,13,363
1420,7,10,238
1421,11,13,679
1422,6,11,62
1423,10,13,167
1424,9,14,137
1425,7,8,899
1426,6,13,1068
1427,9,14,294
1428,8,12,1028
1429,6,12,850
1430,6,13,416
1431,7,9,52
1432,2,8,309
1433,12,14,33
1434,6,11,892
1435,4,5,1196
1436,2,5,961
1437,6,12,558
1438,7,12,39
1439,4,12,492
1440,13,14,76
1441,6,7,469
1442,2,3,1123
1443,12,13,739
1444,6,9,449
1445,9,13,1186
1446,7,12,872
1447,7,14,721
1448,6,10,128
1449,10,11,447
1450,3,5,915
1451,6,7,1108
1452,3,4,332
1453,3,6,308
1454,9,12,718
1455,7,11,853
1456,3,6,522
1457,6,12,797
1458,5,6,598
1459,0,4,650
1460,8,10,246
1461,4,9,32
1462,13,14,1131
1463,11,13,828
1464,4,5,864
1465,8,11,123
1466,4,14,990
1467,12,14,579
1468,9,10,737
1469,6,9,499
1470,7,14,1134
1471,6,12,289
1472,4,11,599
1473,5,6,344
1474,12,14,647
1475,9,14,1042
1476,7,11,515
1477,9,10,357
1478,7,9,989
1479,13,14,155
1480,6,11,466
1481,0,1,363
1482,8,12,1000
1483,7,14,257
1484,6,7,1047
1485,5,13,609
1486,7,10,675
1487,10,13,95
1488,8,10,149
1489,8,14,591
1490,10,11,129
1491,7,10,72
1492,9,12,921
1493,7,10,70
1494,7,11,971
1495,8,11,268
1496,9,12,856
1497,10,11,138
1498,10,11,648
1499,6,14,918
1500,12,14,448
1501,0,5,788
1502,5,10,361
1503,8,13,551
1504,6,8,488
1505,9,11,729
1506,12,13,486
1507,7,9,1097
1508,2,13,1003
1509,6,7,774
1510,5,14,733
1511,6,12,673
1512,6,8,956
1513,5,14,722
1514,7,13,469
1515,13,14,790
1516,8,10,158
1517,13,14,83
1518,4,10,61
1519,3,9,963
1520,12,14,274
1521,0,7,639
1522,5,8,560
1523,12,14,435
1524,8,9,742
1525,7,8,1178
1526,5,13,1152
1527,8,13,310
1528,4,7,506
1529,9,14,494
1530,6,11,698
1531,5,13,420
1532,6,13,159
1533,5,14,716
1534,4,5,236
1535,8,12,876
1536,7,12,467
1537,10,11,730
1538,8,14,476
1539,0,3,644
1540,8,14,380
1541,5,9,162
1542,4,14,4
1543,7,12,991
1544,7,9,604
1545,8,9,936
1546,0,12,604
1547,6,14,103
1548,2,12,216
1549,1,14,391
1550,1,8,536
1551,6,7,309
1552,4,10,982
1553,8,9,943
1554,0,6,1177
1555,7,9,0
1556,4,14,500
1557,6,13,458
1558,6,11,574
1559,8,14,848
1560,5,11,656
1561,1,14,1153
1562,8,12,427
1563,6,7,1128
1564,3,4,294
1565,9,11,21
1566,3,6,188
1567,9,12,1100
1568,9,14,844
1569,7,14,440
1570,8,11,436
1571,8,11,977
1572,5,13,1093
1573,3,9,257
1574,8,10,75
1575,8,14,62
1576,7,11,1199
1577,7,14,766
1578,2,7,550
1579,4,13,211
1580,7,10,406
1581,3,4,400
1582,13,14,530
1583,5,13,1083
1584,0,3,1085
1585,12,13,1038
1586,11,13,135
1587,4,13,615
1588,9,13,513
1589,6,11,944
1590,7,11,662
1591,5,13,704
1592,12,14,897
1593,5,12,365
1594,11,13,1030
1595,2,8,220
1596,4,5,41
1597,6,11,463
1598,9,12,299
1599,4,8,444
1600,3,7,76
1601,7,10,698
1602,1,6,776
1603,4,13,564
1604,7,13,586
1605,9,10,314
1606,13,14,1109
1607,9,11,463
1608,7,13,862
1609,7,14,336
1610,9,12,297
1611,7,8,90
1612,4,11,593
1613,9,13,96
1614,8,9,1099
1615,5,13,373
1616,4,5,905
1617,5,12,1134
1618,12,14,957
1619,5,9,53
1620,7,10,102
1621,4,7,671
1622,8,11,691
1623,13,14,540
1624,3,10,136
1625,5,7,859
1626,4,7,585
1627,10,14,1161
1628,13,14,166
1629,0,9,409
1630,2,9,1038
1631,13,14,262
1632,7,9,730
1633,8,12,681
1634,10,12,1068
